index,start_time,end_time,transcript,joy,sadness,anger,calm,fear,source_dominant_emotion,raw_track_id,raw_filename,raw_similarity,dominant_emotion,selected_track_id,selected_filename,selected_similarity
21,144.28,147.82,Who arranged the unforeseen circumstances to which it owes its origin?,0.327883724681446,0.05710008858738208,0.053696114615225096,0.3941134216114637,0.1672066505044831,calm,calm3,calm3.mp3,0.8760955587176723,calm,calm2,calm2.mp3,0.9734432698114283
22,148.56,156.96,"Why does it work, destined to reawake in the faith of the Catholic world and the sign of the cross, appear at this time, and not two or three centuries ago?",0.26110753537906223,0.06495227819020091,0.0628531446401751,0.41370368064353835,0.19738336114702343,calm,calm3,calm3.mp3,0.8914499941675715,calm,calm2,calm2.mp3,0.9734432698114283
23,157.64,167.82,"Why is it that until now, no pope thought of attaching a spiritual favor to that formula, the most venerable, most ancient, and most customary of our religion?",0.261201474366507,0.06572163920675292,0.06471410578745031,0.4072746948621849,0.20108808577710496,calm,calm3,calm3.mp3,0.8855821771159149,calm,calm2,calm2.mp3,0.9734432698114283
24,168.62,181.34,"How is it that amidst so many solicitudes, pious the ninth, has dain to listen to our feeble voice, and hastened to have managed the Christians of our day to have recourse as frequently as possible to the sign of the cross?",0.27147092008233165,0.07037255655730054,0.06835080584998734,0.3699388899087482,0.2198668276016324,sad,calm3,calm3.mp3,0.8478660839949831,calm,calm2,calm2.mp3,0.9734432698114283
25,182.72,185.74,Conformably to the example of their primitive ancestors.,0.2849703711362698,0.07432670547446896,0.07202909558324966,0.33105661168965617,0.2376172161163554,neutral,calm3,calm3.mp3,0.8012467406923746,calm,calm2,calm2.mp3,0.9734432698114283
26,186.68,192.06,"Why in order to encourage them, has he enriched its use with an indulgence doubly precious?",0.2741350382968275,0.07369418771210703,0.06895001795400268,0.3510061566535386,0.2322145993835242,sad,calm3,calm3.mp3,0.8248704631923734,calm,calm2,calm2.mp3,0.9734432698114283
27,192.76,198.76,"To all these questions we knew not, at first, what to reply, but now the light is made.",0.2825045601270488,0.06629870608992999,0.0601629917726186,0.3880538244134114,0.20297991759699122,disgust,calm3,calm3.mp3,0.8686114495418499,calm,calm2,calm2.mp3,0.9734432698114283
28,199.74,209.7,"All comes to the point in the church for divine providence never gropes in the dark, a custom as it is, to that which is not, to confound that which is.",0.28106112934507976,0.0639821777381201,0.06068431538279704,0.39404183693930583,0.20023054059469728,calm,calm3,calm3.mp3,0.8740828571267772,calm,calm2,calm2.mp3,0.9734432698114283
29,210.32,213.76,It shows itself no less admirable in small things and in great.,0.288204191838874,0.05996920567726505,0.06343567345778156,0.3947654659545826,0.19362546307149678,neutral,calm3,calm3.mp3,0.8755500648003562,calm,calm2,calm2.mp3,0.9734432698114283
30,214.42,223.06,"The sign of the cross is then, the arm of the power against the demon, instructed by the apostles themselves, the early Christians knew it.",0.2778995081148464,0.05930647863091178,0.06313735826291572,0.4078475132453342,0.19180914174599195,calm,calm3,calm3.mp3,0.8869504953675516,calm,calm2,calm2.mp3,0.9734432698114283
31,223.54,248.86,"In continual warfare with Satan and all the power of his reign, and the cruelty of his rage, the regulator of morals, ideas, arts, theaters, festivals, and laws, the master of altars and thrones, sulling all, and making of all an instrument of corruption, they had an incestant recourse to this infallible means of dispelling the fascinating charm and warding off the fiery darts of the enemy.",0.3047598711076346,0.06316224153864006,0.0706826123335661,0.35158419578904077,0.20981107923111847,angry,calm3,calm3.mp3,0.8301610386379248,calm,calm2,calm2.mp3,0.9734432698114283
32,249.58,255.04,"Hence, the continual sign of the cross became for them an exorcism of every moment.",0.32581335864243044,0.06206549496407593,0.07430848979611837,0.32737201569495633,0.21044064090241896,neutral,happy2,happy2.mp3,0.8316382986743692,calm,calm2,calm2.mp3,0.9734432698114283
33,255.9,266.38,"If, then, there appears now, without any premeditated design on the part of the author, a work designed to make the Christians of our days retake the victorious weapon of their ancestors.",0.3671663407969773,0.06577144722354795,0.08123139938071378,0.255774449106423,0.230056363492338,neutral,happy2,happy2.mp3,0.8540778965916381,joy,calm2,calm2.mp3,0.9734432698114283
34,267.0,301.98,"If, notwithstanding so many adverse circumstances, this work spread so rapidly, if it wins, even in Rome itself, the most agust and precious of all suffrages, if in fine, after 18 centuries, the vicar of Jesus Christ, the chief of eternal combat, by a solemn act, urges the Catholic world to have recourse incessantly to this sign, so victorious over paganism, is it not reasonable to conclude that we find ourselves in many respects in a position analogous to that of the primitive Christians?",0.37269249885233374,0.06517941985694423,0.07991082811856323,0.2547686926155997,0.22744856055655918,happy,happy2,happy2.mp3,0.8597472867975479,joy,calm2,calm2.mp3,0.9734432698114283
35,303.14,334.72,"If they were confronted with Satan, the king and God of that age, if they lived in the midst of a world that was not Christian, that wished not to become such, that wished no one to be such, that persecuted those who continued to be such, are not we confronted with Satan, who, unchained on earth, is inciting nations to rebel against Jesus Christ, and making them cry out incessantly, we will not have him reign any longer over us, and admits what do the Christians of our day live?",0.38315366451359584,0.06197078855138347,0.0860299257364014,0.24182960734844502,0.22701601385017428,surprised,happy3,happy3.mp3,0.8677565336635317,joy,calm2,calm2.mp3,0.9734432698114283
36,335.32,369.34,"Are they not surrounded by a world that is ceasing to be Christian, that does not wish to return to Christianity, that does not wish others to belong to it, that persecutes in every possible way those who persist in doing so, cunning, violence, columnists, injury, blasphemy, sarcasm, exploitation, exile, death itself, are not all employed against the children as they were against the fathers, arts, theaters, books, feasts, laws, sciences, are they not now as formally employed as weapons against Christianity?",0.3780455222994952,0.05681262841535799,0.08009915476586557,0.27627448422887335,0.20876821029040796,surprised,happy2,happy2.mp3,0.8756586497311089,joy,calm2,calm2.mp3,0.9734432698114283
37,370.76,386.1,"Is it then astonishing that the Sentinel of Israel, the sovereign pontiff, has come by an act unknown in his predecessors, to reawaken the faith of Christians by this sign, the protector of the Church and of society?",0.32085076598304624,0.05824801667912838,0.08386441755136882,0.3216200063120346,0.215416793474422,angry,happy2,happy2.mp3,0.8242185167210473,calm,calm2,calm2.mp3,0.9734432698114283
38,387.16,396.3,"The analogy is so striking that Protestants themselves are amazed at it, in their view, as in ours, there is no salvation for the present world but in the cross.",0.31050402320521,0.05892391255741891,0.08535553433461544,0.32617053964804077,0.21904599025471488,calm,happy2,happy2.mp3,0.8118867583935824,calm,calm2,calm2.mp3,0.9734432698114283
39,397.14,409.08,"In the beginning of an October Prussian journal, The Gazette of the Cross, published a long article entitled, by this sign, Thou shalt conquer, in Hulksinio Vinci's.",0.3000709678485739,0.05923540982921398,0.08951841507657413,0.32930739675437526,0.22186781049126275,neutral,calm3,calm3.mp3,0.8013253421069747,calm,calm2,calm2.mp3,0.9734432698114283
40,409.66,414.74,"Today, said the Protestant writer, we are engaged in spiritual warfare.",0.3049346664124678,0.05953552478123495,0.08788306974894804,0.32694182655447157,0.22070491250287766,disgust,happy2,happy2.mp3,0.8051103054441268,calm,calm2,calm2.mp3,0.9734432698114283
41,415.1,437.04,"With the same anti -Christianism which Constantine of Old vanquished with the material sword, doubtless we should say again, Thou shalt conquer by this sign, in Hulksinio Vinci's, the hidden and cruel powers of darkness rise to assault that crown, by the grace of God, the key of the arch of the social Christian order.",0.3182324038075594,0.06288140423607425,0.0947647114106672,0.2818452829813975,0.2422761975643016,angry,happy2,happy2.mp3,0.805278483175945,joy,calm2,calm2.mp3,0.9734432698114283
42,438.32,456.56,"Must not then the evil and the remedy be equally incontestable when we see those same Protestants who formally repudiated the sign of the cross as an act of idolatry, proclaiming the necessity of having recourse to it in these days as a weapon indispensable to us.",0.34610695777600187,0.06677054595489695,0.09915452454954402,0.22576431604421449,0.2622036556753427,angry,happy3,happy3.mp3,0.8179594327975176,joy,calm2,calm2.mp3,0.9734432698114283
43,456.90000000000003,462.6,If we wish to conquer the hidden and cruel powers whose triumph would be that of barbarism?,0.3154329801848654,0.06192924985004898,0.09123574084972738,0.293891308338452,0.23751072077690627,surprised,happy2,happy2.mp3,0.806436221813821,joy,calm2,calm2.mp3,0.9734432698114283
44,463.44,471.8,"The appearance in some manner, providential of the sign of the cross in the 19th century, alone explains the rapid success which it has obtained.",0.28280079137294223,0.05691732109015191,0.08002569608215097,0.36786797883964023,0.21238821261511465,angry,calm3,calm3.mp3,0.8450599812491102,calm,calm2,calm2.mp3,0.9734432698114283
45,472.48,475.4,The first French edition was sold in a few months.,0.3023914859174514,0.05196746902864854,0.07230461495162795,0.384955638472658,0.18838079162961407,calm,calm3,calm3.mp3,0.8656824596706072,calm,calm2,calm2.mp3,0.9734432698114283
46,476.1,483.28,"Three translations of it have been made into different European languages, one in Rome, one in Turin, and one in Germany.",0.26616292050564516,0.047882895786586076,0.0641147721774433,0.4585480400682297,0.16329137146209574,calm,calm3,calm3.mp3,0.9261062055196442,calm,calm2,calm2.mp3,0.9734432698114283
47,484.0,501.74,"Catholic papers have vied with one another in recommending its personal, and many letters have been sent to us, bearing the congratulations of the most respectable men of France and foreign countries, solely day -honored at Gloria, to God alone, be honor and glory.",0.27685875534065174,0.043557596603939513,0.05284830233111346,0.4923707836220507,0.13436456210224457,calm,calm3,calm3.mp3,0.9472343608855898,calm,calm2,calm2.mp3,0.9734432698114283
48,502.82,510.86,"All agree to show the fitness of our humble work and to enhance the greatness of pontifical grace, which is the eternal result of it.",0.311009056237636,0.04889033844930246,0.05974939147555155,0.4206960147201393,0.1596551991173707,calm,calm3,calm3.mp3,0.8990043475874195,calm,calm2,calm2.mp3,0.9734432698114283
49,511.62,518.26,"Let us quote only a few lines, begging those who wrote them to receive the expressions of our sincere gratitude.",0.31937520926708196,0.050368658783390086,0.06500284347110155,0.3970297601572305,0.16822352832119586,calm,calm3,calm3.mp3,0.8783996036188262,calm,calm2,calm2.mp3,0.9734432698114283
50,519.88,532.02,"The Learned Neopolitan Review, Sienza Fideh, concludes its long analysis by saying, What profit will our society immerse in materialism exclaim?",0.2970935601986513,0.05549998606506934,0.06853415392076447,0.39424347643312824,0.18462882338238665,angry,calm3,calm3.mp3,0.8761887959137623,calm,calm2,calm2.mp3,0.9734432698114283
51,533.18,538.36,What profit can humanity draw from this new work of Montsenier Gaumer?,0.31504256173032064,0.05808577875999833,0.07031219765687517,0.36546528838788755,0.19109417346491833,calm,calm3,calm3.mp3,0.8474839796392295,calm,calm2,calm2.mp3,0.9734432698114283
52,538.74,544.6,"Will it give help to the poor -laboring classes, whom the revolution has deprived of work?",0.274436493574875,0.06057469865802319,0.08368502368885651,0.3115783063942005,0.26972547768404487,neutral,calm3,calm3.mp3,0.7587345131103665,calm,calm2,calm2.mp3,0.9734432698114283
53,545.4,547.38,Will it enroll volunteers for Poland?,0.2897942606978817,0.0539833925868398,0.07188675445785934,0.3484812890462341,0.23585430321118506,calm,calm3,calm3.mp3,0.8144182133912582,calm,calm2,calm2.mp3,0.9734432698114283
54,548.22,552.48,"Will it exterminate the Burgundage, which is desolating Italy?",0.3282497229210245,0.052052186774654174,0.06512497999552394,0.33061513045990437,0.22395797984889304,fearful,happy2,happy2.mp3,0.8274275961078252,calm,calm2,calm2.mp3,0.9734432698114283
55,553.26,554.76,It will do more than all this.,0.3069447805130806,0.049373236015734824,0.11515568552749907,0.3083597966235631,0.2201665013201224,happy,happy2,happy2.mp3,0.8040470847535179,calm,calm2,calm2.mp3,0.9734432698114283
56,555.4,558.92,It will give the bread of faith to those in want of it.,0.29604296400096153,0.048595737381755454,0.11487961885006288,0.32014309035462246,0.2203385894125977,calm,happy2,happy2.mp3,0.7923898382474324,calm,calm2,calm2.mp3,0.9734432698114283
57,559.36,577.78,"It will enroll the Christians of the 19th century under the standard of the cross, in the furious war which they have to sustain against this infernal brigand, under this divine standard which has saved the world and which alone can again preserve it.",0.3692808627645617,0.045401833975578655,0.10686218094176037,0.33217922181438053,0.14627590050371878,angry,happy2,happy2.mp3,0.8884641696844183,joy,calm2,calm2.mp3,0.9734432698114283
58,578.24,586.68,"Whatever the future may be, it will teach them how to be noble victors or noble victims in Hulk Vinci.",0.34121468331356347,0.07094655157402693,0.11426175700804257,0.3031499187523118,0.1704270893520552,neutral,happy2,happy2.mp3,0.8588973540563917,joy,calm2,calm2.mp3,0.9734432698114283
59,588.3,598.82,"Overjoyed at seeing an indulgence attached to the sign of the cross, the venerable deen of the Catholic chair writes, an indulgence granted to the sign of the cross at your request.",0.33010396875694675,0.07810552092747805,0.12399991683272853,0.2674847843753861,0.20030580910746054,happy,happy2,happy2.mp3,0.8325131101378128,joy,calm2,calm2.mp3,0.9734432698114283
60,599.6,602.76,What will so many persons whom I do not wish to name say?,0.3571811524268545,0.07452638544749511,0.0692535184298941,0.3161427006355923,0.182896243060164,neutral,happy2,happy2.mp3,0.871490207955659,joy,calm2,calm2.mp3,0.9734432698114283
61,603.6,609.78,The Holy Father has repaid with usury the pains you have taken in order to stop the paganism which invades us.,0.3832616752543183,0.07989127987150005,0.07247671433736917,0.256726560809726,0.20764376972708648,angry,happy2,happy2.mp3,0.8777713326938401,joy,calm2,calm2.mp3,0.9734432698114283
62,610.3,625.76,"By you and through you the whole church receives the signal favor of an indulgence, extensive as the universe and durable as ages which shall fall at every hour, at every second, as a refreshing dew upon the souls in purgatory.",0.31222401136186806,0.08226049752931978,0.07040758315364516,0.25673750088474173,0.27837040707042526,calm,happy3,happy3.mp3,0.7748646082067662,joy,calm2,calm2.mp3,0.9734432698114283
63,626.66,629.96,How many blessings will those souls call down upon you?,0.2894664992519326,0.05895031560685758,0.06609739351449924,0.32118013003488766,0.26430566159182284,disgust,calm3,calm3.mp3,0.7719406219219695,calm,calm2,calm2.mp3,0.9734432698114283
64,630.46,637.82,"And if, at the time of your death, you be called on to pay them a short visit, what a reception will there await you?",0.25445457489242523,0.05361136123485184,0.057853918798160195,0.3942499548825998,0.23983019019196297,fearful,calm3,calm3.mp3,0.8546031087802239,calm,calm2,calm2.mp3,0.9734432698114283
65,638.64,644.4,Let us pass to other testimonies and come to those which have emanitated from Rome.,0.2478839353301267,0.06011548640107243,0.06783060976727079,0.35466592419491627,0.26950404430661373,calm,calm3,calm3.mp3,0.8047578890551814,calm,calm2,calm2.mp3,0.9734432698114283
66,645.0,652.92,The commission charged with the care of the regionary schools has thought it necessary to address the following circular to those who direct them.,0.24612733638771472,0.057955139530508196,0.07334532742080098,0.3591416603037581,0.2634305363572179,calm,calm3,calm3.mp3,0.8120367299311989,calm,calm2,calm2.mp3,0.9734432698114283
67,654.28,671.5,"Among many books useless and dangerous, particularly for youth, there are not wanting some that are useful and well calculated as spread in the souls of youth, the beautiful maxims of our August religion and the love of its holy practices.",0.2728866089992423,0.06052590621751084,0.08290129640033583,0.36817549065285243,0.21551069773005857,angry,calm3,calm3.mp3,0.8455886296027235,calm,calm2,calm2.mp3,0.9734432698114283
68,672.28,685.76,One of those works is unquestionably the lately published by Tibberine entitled The Sign of the Cross in the 19th century which has been highly eulogized by many Catholic journals.,0.2746597615891356,0.060522982625160524,0.08380069136004381,0.36494333102460264,0.2160732334010574,angry,calm3,calm3.mp3,0.84226467289506,calm,calm2,calm2.mp3,0.9734432698114283
69,686.34,699.98,"The underside, while strongly recommending teachers not to permit in their schools any work, not approved by the commission, equally recommends them to cause the afford said work to be bought and read by their pupils.",0.27250678969771197,0.05949823597571903,0.08480879200091518,0.3690269460597107,0.21415923626594308,angry,calm3,calm3.mp3,0.8466392829636887,calm,calm2,calm2.mp3,0.9734432698114283
70,700.82,708.12,They may also use it as a premium at the annual distributions which they are accustomed to have in their respective schools.,0.2370434691602911,0.05611435926295484,0.07466980827493706,0.4389838645361399,0.19318849876567706,calm,calm3,calm3.mp3,0.9075992307707841,calm,calm2,calm2.mp3,0.9734432698114283
71,708.8,713.74,"Rome, from the office of the secretary of the commission, El Pirano Deputy.",0.20760468366937182,0.051483937564646795,0.06577094468911382,0.5035282179510523,0.17161221612581526,calm,calm3,calm3.mp3,0.9440141675354823,calm,calm2,calm2.mp3,0.9734432698114283
72,715.48,717.96,End of preface to the second edition.,0.17368855606330608,0.04650803081283134,0.05716052456820261,0.5764668500045204,0.14617603855113953,calm,calm2,calm2.mp3,0.973027120086501,calm,calm2,calm2.mp3,0.9734432698114283
73,719.1,721.82,Letter of his Eminence Cardino Al -Tare.,0.21111559463963356,0.043697803651347795,0.05712630808885812,0.5496951293459998,0.1383651642741606,neutral,calm3,calm3.mp3,0.9664138435981088,calm,calm2,calm2.mp3,0.9734432698114283
74,722.9,733.2,"Prefect to the sacred congregation of the index to Montseni Gamel, Pro -Thronotary Apostolic, Rome, August 7, 1863.",0.25257140168253095,0.04170908927720145,0.05569820808767364,0.5162847917964768,0.13373650915611715,calm,calm3,calm3.mp3,0.9576957064538943,calm,calm2,calm2.mp3,0.9734432698114283
75,733.98,746.82,"Most illustrious, Lord, by the publication of your admiral work The Sign of the Cross, you have rendered a new and signal service to the cause of the Church of Jesus Christ.",0.2917711330360069,0.03834282152659017,0.055709810214318235,0.48954624941606467,0.12462998580701994,calm,calm3,calm3.mp3,0.9449215103947068,calm,calm2,calm2.mp3,0.9734432698114283
76,747.44,769.3,"In effect, you have made known to the faithful in the most attractive manner, all that is clearly contained, all that is taught, all that is operated in a most sublime manner of what is holy, divine and consequently, sovereignly useful to souls in this sacred formula as ancient as the Church herself.",0.3261667598360508,0.04261225524223761,0.06384689589577275,0.42300783613730175,0.14436625288863708,calm,calm3,calm3.mp3,0.8996479520663717,calm,calm2,calm2.mp3,0.9734432698114283
77,770.42,781.6,"The August's chief of this same Church, the Vicar of Christ, the sovereign pontiff could not but receive most joyfully a work so precious and useful to Christian people.",0.37144042077096745,0.04203480347535632,0.060184665718362916,0.3860623760144618,0.14027773402085142,calm,happy2,happy2.mp3,0.8861495339165035,calm,calm2,calm2.mp3,0.9734432698114283
78,782.3,810.34,"Therefore, not only did he express his great satisfaction when I gave into his sacred hands the copy you hasten to offer him by my means, but he has, moreover, than pleased to grant with kindness the desire you express of seeing the practice of the Sign of the Cross enrich with an indulgence, thereby to incite them to make use of it for the defense of their souls without any human respect and as frequently as possible.",0.34406095534990583,0.045751071779065955,0.06368832461644516,0.3934337260282098,0.15306592222637314,angry,calm3,calm3.mp3,0.8727393212413076,calm,calm2,calm2.mp3,0.9734432698114283
79,811.26,821.62,"In the following brief, you will see how bountiful the Holy Father has shown himself by the concession of such a grace, and how much it will cause its value to be appreciated.",0.3479917982358893,0.048260822856697375,0.06282103463686736,0.3834542735000771,0.1574720707704687,calm,happy2,happy2.mp3,0.8638232486201131,calm,calm2,calm2.mp3,0.9734432698114283
80,822.26,836.44,"It is highly important that this new favor of the supreme dispenser of heavenly treasures granted for the advantage of the Church militant, but universally known, at the same time that your excellent book shall be more widely spread and better appreciated.",0.3169504558404239,0.06064333528086725,0.06456198413681431,0.3826552068173651,0.17518901792452937,calm,calm3,calm3.mp3,0.8679914006470649,calm,calm2,calm2.mp3,0.9734432698114283
81,837.16,850.68,"In the Italian translation made of it by the incomparable angel of Aqueola will be found the brief, and it ought to be inserted in the new editions which certainly cannot fail to succeed each other.",0.31780046963269915,0.056164523205529816,0.05517952587596632,0.4189410966981343,0.15191438458767043,calm,calm3,calm3.mp3,0.9002744340354905,calm,calm2,calm2.mp3,0.9734432698114283
82,851.2399999999999,858.28,In this manner shall be filled the void which you have signalized in the ricolta de la indulgence.,0.27795966738733463,0.05834302308645567,0.05914252988418579,0.44146850890022815,0.1630862707417957,calm,calm3,calm3.mp3,0.9182093775884507,calm,calm2,calm2.mp3,0.9734432698114283
83,859.26,885.9,"Thus your excellency shall receive the worthy recompense, and certainly that most desired by your heart, in seeing the treasures of redemption open for the good of souls still living on earth, or already descended into purgatory, by the effects of the work you have composed with a view to draw the attention of everyone to the first sign of the worship which all should render to the principal instrument of our redemption.",0.27259583617351363,0.057536608350442185,0.057467731229565125,0.4531375244472077,0.15926229979927134,calm,calm3,calm3.mp3,0.9261738433543961,calm,calm2,calm2.mp3,0.9734432698114283
84,886.68,897.38,"Receive the expression of the sincere and highest theme with which I am most elastriate Lord your affectionate servants, El Cardinal Altari.",0.22597080445773488,0.06054602386983343,0.05711472232809156,0.48935836351374623,0.16701008583059387,calm,calm3,calm3.mp3,0.9430123879359285,calm,calm2,calm2.mp3,0.9734432698114283
85,899.1800000000001,920.96,"Brief of his holiness, pious and ninth Pope, for eternal remembrance, being fully certain that the salutary mystery of the redemption and the divine virtue are contained in the sign of the cross of our Lord Jesus Christ, the faithful of the primitive church made the most frequent use of this sign as we learn from the most ancient and notable monuments.",0.21970695870124302,0.05201586210814041,0.05389653351276983,0.5171179869079606,0.15726265876988604,calm,calm3,calm3.mp3,0.9542676745047084,calm,calm2,calm2.mp3,0.9734432698114283
86,921.62,925.08,It was even by the sign that they began all their actions.,0.17972309598862365,0.0553305563428523,0.05189263643416585,0.5473181981046944,0.16573551312966378,neutral,calm2,calm2.mp3,0.9640540664263122,calm,calm2,calm2.mp3,0.9734432698114283
87,926.14,942.08,"Quote, had all our steps, all our motions, our incomings and outgoing, lighting the lamps, sitting down to table, taking a seat, whatever we do, or with so ever we go, we mark our foreheads with the sign of the cross.",0.2112901022972066,0.05399019109312507,0.05055038249661405,0.5243025608862254,0.15986676322682883,calm,calm3,calm3.mp3,0.9557533625173457,calm,calm2,calm2.mp3,0.9734432698114283
88,943.52,944.8,Says Tritilian.,0.21230289097151464,0.05356643523804385,0.05093901547448847,0.5242381126905878,0.1589535456253651,neutral,calm3,calm3.mp3,0.9559845724202891,calm,calm2,calm2.mp3,0.9734432698114283
89,946.74,970.18,"Considering these things, we have judged proper to reawaken the piety of the faithful towards the salutary sign of our redemption, by opening the heavenly treasures in order that, imitating the beautiful example of early Christians, they may not blush at making frequently, openly and publicly the sign of the cross, which is the standard of the Christian militia.",0.2149876430127225,0.05182684833009117,0.052354235468836996,0.526163894069106,0.1546673791192434,calm,calm3,calm3.mp3,0.9576223245774456,calm,calm2,calm2.mp3,0.9734432698114283
